,Computador_para_internet,Tem_tablet,Internet_em_casa,V02323,Celular_para_internet,Tablet_para_internet,Tv_para_internet,Outros_para_internet,internet_3G/4G,internet_discada,internet_banda_larga
43668,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43671,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
43677,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
43679,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
43684,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43686,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43689,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
43693,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
43695,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43697,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
43702,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43703,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43704,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43709,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43711,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43713,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43716,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
43724,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
43728,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43730,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
43732,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
43734,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
43735,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
43743,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
43744,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
43746,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43750,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
43751,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
43753,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
43755,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
43757,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43758,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
43759,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43760,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43762,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
43764,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
43765,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
43769,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
43771,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
43774,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43775,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43777,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
43778,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
43779,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
43780,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43782,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
43784,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
43787,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
43790,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43792,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43795,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43799,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
43801,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
43805,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43812,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43813,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
43816,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43817,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43818,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
43820,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
43821,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
43824,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
43826,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43830,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
43833,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
43834,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43837,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43839,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
43840,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43842,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43845,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43849,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
43850,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
43853,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43854,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
43862,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43867,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não
43871,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
43872,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43877,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43880,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43891,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim
43892,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43893,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não
43895,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
43896,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não
43899,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
43900,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim
43901,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não
43902,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim
43903,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43904,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim
43906,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não
43907,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
43908,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43909,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
43910,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
43911,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
43913,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
43914,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
43915,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
43917,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43923,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
43932,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não
43933,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
43939,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
43942,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
43943,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não
43944,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
43945,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
43946,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não
43947,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
43948,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
43949,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
43959,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
43964,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43965,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43966,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43967,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
43978,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
43979,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
43982,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
43984,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
43985,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
43989,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
43990,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
43991,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
43992,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
43996,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
43999,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44005,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44009,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44011,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
44017,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44020,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44021,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44023,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44024,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44030,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
44034,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim
44037,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44038,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44043,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44046,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
44048,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44054,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44055,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44058,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44065,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44080,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
44083,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44086,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
44093,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
44095,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44096,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
44098,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
44122,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
44123,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
44127,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim
44129,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44142,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44146,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44155,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
44166,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44169,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
44173,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
44174,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
44178,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
44193,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44215,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44216,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44218,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44220,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44222,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44223,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
44227,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44228,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44230,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44233,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44237,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44238,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44240,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44241,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44242,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44246,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44247,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44249,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44255,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44266,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44268,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44271,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44273,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44274,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44275,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44280,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
44291,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
44302,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44305,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
44316,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44325,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44328,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44329,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44330,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44331,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44334,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44335,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
44338,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44339,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44340,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44341,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
44342,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44344,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44351,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
44352,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44358,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Sim
44359,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44360,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
44361,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44365,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
44372,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44377,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44384,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44387,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44388,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44399,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44400,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44405,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44406,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44413,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44417,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44418,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44421,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44432,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44437,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44453,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44456,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44457,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44458,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44462,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44470,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
44476,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44478,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
44479,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44480,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44483,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44493,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
44495,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
44516,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44517,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44519,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44521,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44524,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44526,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44527,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44530,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44531,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44533,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44534,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44535,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44536,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44539,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
44540,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44541,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44544,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44545,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44550,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44552,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44553,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44554,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44557,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44558,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44559,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44560,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44562,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44564,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44565,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44569,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44570,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44572,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
44573,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44575,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44578,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44579,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44581,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44582,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44583,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44586,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44590,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44592,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44595,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44597,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
44600,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44606,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
44617,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44632,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44634,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44635,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim
44636,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
44639,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44640,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44645,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim
44646,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44649,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
44653,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
44655,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44656,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
44657,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim
44660,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44661,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44662,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44664,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44665,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44667,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44669,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
44671,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44672,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44673,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
44675,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44676,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44677,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44678,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44680,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44685,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44689,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
44694,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44696,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44705,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
44711,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
44716,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
