,V0226,V0227,V02270,V02271,V02272,V02273,V02274,V2027
57489,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
57491,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
57495,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
57497,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
57501,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
57502,2.0,,0.0,1.0,3.0,1.0,3.0,3.0
57503,2.0,,1.0,1.0,3.0,3.0,3.0,3.0
57504,2.0,,,,1.0,1.0,3.0,3.0
57505,2.0,,1.0,2.0,3.0,1.0,3.0,1.0
57506,2.0,,,,3.0,1.0,3.0,3.0
57507,2.0,,1.0,0.0,3.0,3.0,1.0,3.0
57508,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
57509,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
57514,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
57515,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
57517,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
57521,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
57527,2.0,,0.0,1.0,3.0,1.0,3.0,3.0
57535,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
57536,2.0,,0.0,1.0,3.0,1.0,3.0,1.0
57538,2.0,,,,1.0,1.0,3.0,3.0
57539,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
57540,2.0,,1.0,0.0,3.0,3.0,3.0,1.0
57542,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
57545,2.0,,2.0,2.0,3.0,1.0,3.0,1.0
57548,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
57549,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
57551,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
57554,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
57556,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
57563,2.0,,1.0,0.0,1.0,5.0,3.0,1.0
57568,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
57571,2.0,,1.0,0.0,1.0,1.0,1.0,3.0
57603,2.0,,,,3.0,3.0,1.0,3.0
57658,2.0,,1.0,2.0,3.0,3.0,3.0,1.0
57659,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
57664,2.0,,1.0,0.0,1.0,3.0,1.0,1.0
57670,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
57674,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
57676,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
57691,2.0,,1.0,1.0,1.0,1.0,1.0,3.0
57713,2.0,,0.0,1.0,1.0,3.0,3.0,1.0
57724,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
57738,2.0,,0.0,2.0,3.0,3.0,3.0,1.0
57755,2.0,,0.0,1.0,3.0,1.0,3.0,1.0
57756,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
57760,2.0,,0.0,1.0,1.0,3.0,3.0,1.0
57768,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
57776,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
57782,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
57789,2.0,,,,1.0,1.0,3.0,3.0
57809,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
57822,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
57823,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
57825,2.0,,0.0,1.0,1.0,3.0,3.0,3.0
57826,2.0,,2.0,0.0,3.0,3.0,1.0,1.0
57827,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
57828,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
57831,2.0,,1.0,1.0,3.0,3.0,1.0,1.0
57832,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
57834,2.0,,0.0,2.0,3.0,3.0,1.0,3.0
57836,2.0,,1.0,1.0,1.0,3.0,1.0,1.0
57854,2.0,,0.0,1.0,1.0,3.0,1.0,3.0
57871,2.0,,1.0,0.0,3.0,3.0,1.0,3.0
57933,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
57985,2.0,,0.0,2.0,3.0,3.0,1.0,1.0
57990,2.0,,,,1.0,3.0,1.0,
57991,2.0,,1.0,1.0,3.0,3.0,1.0,1.0
58001,2.0,,1.0,1.0,3.0,3.0,1.0,1.0
58023,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
58026,2.0,,0.0,1.0,1.0,5.0,3.0,1.0
58035,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
58094,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
58109,2.0,,0.0,1.0,3.0,3.0,3.0,3.0
58118,2.0,,0.0,1.0,1.0,3.0,3.0,1.0
58151,2.0,,0.0,1.0,1.0,1.0,1.0,3.0
58166,2.0,,0.0,1.0,3.0,1.0,1.0,3.0
58190,2.0,,0.0,1.0,3.0,1.0,1.0,3.0
58240,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
58245,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
58251,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
58312,2.0,,0.0,1.0,1.0,3.0,1.0,1.0
58317,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
58322,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
58328,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
58331,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
58372,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
58431,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
58432,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
58433,4.0,3.0,0.0,1.0,,,,1.0
58436,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
58438,2.0,,0.0,2.0,1.0,1.0,3.0,1.0
58441,2.0,,1.0,0.0,3.0,3.0,1.0,3.0
58444,2.0,,1.0,0.0,3.0,3.0,1.0,3.0
58445,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
58446,2.0,,0.0,2.0,3.0,3.0,1.0,1.0
58448,2.0,,0.0,1.0,3.0,1.0,1.0,3.0
58451,2.0,,1.0,0.0,3.0,3.0,3.0,3.0
58455,2.0,,4.0,0.0,1.0,1.0,3.0,1.0
58465,2.0,,4.0,0.0,1.0,3.0,3.0,1.0
58467,2.0,,0.0,1.0,3.0,1.0,1.0,1.0
58472,2.0,,0.0,2.0,3.0,3.0,3.0,3.0
58474,2.0,,0.0,1.0,1.0,3.0,1.0,3.0
58477,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
58481,2.0,,1.0,0.0,1.0,5.0,1.0,1.0
58509,2.0,,0.0,1.0,1.0,1.0,1.0,1.0
58535,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
58557,2.0,,,,3.0,3.0,3.0,3.0
58558,2.0,,1.0,1.0,3.0,3.0,1.0,3.0
58571,2.0,,1.0,1.0,3.0,3.0,1.0,1.0
58573,2.0,,0.0,1.0,3.0,1.0,1.0,3.0
58579,2.0,,2.0,2.0,3.0,3.0,3.0,1.0
58581,2.0,,0.0,1.0,1.0,1.0,1.0,3.0
58584,2.0,,0.0,1.0,3.0,1.0,3.0,3.0
58602,2.0,,1.0,1.0,3.0,3.0,1.0,1.0
58617,2.0,,0.0,2.0,1.0,3.0,3.0,1.0
58619,2.0,,0.0,3.0,3.0,3.0,3.0,1.0
58634,2.0,,1.0,2.0,3.0,3.0,1.0,3.0
58636,2.0,,0.0,2.0,1.0,1.0,3.0,1.0
58637,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
58640,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
58644,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
58646,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
58648,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
58655,2.0,,0.0,1.0,1.0,1.0,3.0,3.0
58658,2.0,,0.0,1.0,1.0,1.0,1.0,3.0
58667,2.0,,0.0,2.0,3.0,1.0,1.0,1.0
58673,2.0,,0.0,1.0,1.0,1.0,1.0,3.0
58675,2.0,,1.0,1.0,1.0,3.0,1.0,1.0
58689,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
58690,2.0,,0.0,2.0,1.0,1.0,3.0,1.0
58692,2.0,,1.0,1.0,3.0,3.0,3.0,3.0
58693,2.0,,0.0,2.0,3.0,3.0,3.0,1.0
58698,2.0,,1.0,1.0,1.0,1.0,1.0,1.0
58701,2.0,,2.0,0.0,1.0,3.0,3.0,3.0
58702,2.0,,1.0,1.0,3.0,3.0,3.0,3.0
58703,2.0,,0.0,1.0,1.0,3.0,1.0,3.0
58705,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
58710,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
58718,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
58720,2.0,,0.0,1.0,3.0,1.0,3.0,1.0
58723,2.0,,0.0,1.0,1.0,1.0,1.0,3.0
58739,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
58753,2.0,,,,3.0,1.0,1.0,3.0
58755,2.0,,1.0,0.0,3.0,3.0,1.0,3.0
58761,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
58763,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
58798,2.0,,1.0,0.0,1.0,5.0,3.0,1.0
58806,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
58828,2.0,,1.0,1.0,3.0,3.0,1.0,1.0
58830,2.0,,0.0,2.0,3.0,3.0,1.0,1.0
58847,2.0,,1.0,0.0,3.0,3.0,3.0,3.0
58858,2.0,,0.0,1.0,3.0,1.0,1.0,1.0
58862,2.0,,1.0,0.0,3.0,3.0,3.0,1.0
58865,2.0,,0.0,1.0,1.0,1.0,1.0,1.0
58867,2.0,,0.0,2.0,3.0,1.0,1.0,3.0
58868,2.0,,0.0,1.0,1.0,1.0,1.0,1.0
58871,2.0,,1.0,0.0,3.0,3.0,3.0,1.0
58872,2.0,,2.0,0.0,3.0,1.0,1.0,1.0
58873,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
58923,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
58933,2.0,,0.0,1.0,1.0,3.0,1.0,3.0
58937,2.0,,0.0,2.0,3.0,1.0,1.0,1.0
58940,2.0,,1.0,2.0,3.0,3.0,1.0,1.0
58949,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
58972,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
59002,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
59003,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
59007,2.0,,0.0,3.0,3.0,3.0,1.0,3.0
59008,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
59009,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
59012,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
59013,2.0,,0.0,2.0,3.0,3.0,1.0,1.0
59014,2.0,,1.0,1.0,3.0,3.0,3.0,1.0
59060,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
59075,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
59079,2.0,,0.0,2.0,3.0,1.0,1.0,1.0
59111,2.0,,0.0,2.0,3.0,3.0,1.0,1.0
59117,2.0,,,,3.0,3.0,1.0,3.0
59123,2.0,,0.0,2.0,3.0,3.0,1.0,3.0
59143,2.0,,,,3.0,3.0,1.0,3.0
59148,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
59153,2.0,,3.0,0.0,3.0,3.0,1.0,1.0
59155,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
59157,2.0,,0.0,1.0,3.0,1.0,1.0,3.0
59169,2.0,,1.0,1.0,3.0,3.0,1.0,1.0
59212,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
59219,2.0,,1.0,0.0,3.0,3.0,3.0,1.0
59259,2.0,,,,3.0,1.0,1.0,3.0
59262,2.0,,0.0,2.0,1.0,1.0,1.0,3.0
59264,2.0,,,,3.0,1.0,1.0,3.0
59268,2.0,,0.0,1.0,3.0,1.0,1.0,1.0
59273,2.0,,0.0,1.0,3.0,1.0,1.0,1.0
59278,2.0,,0.0,1.0,1.0,1.0,1.0,1.0
59281,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
59284,2.0,,,,3.0,1.0,1.0,3.0
59290,2.0,,0.0,2.0,3.0,1.0,1.0,1.0
59340,2.0,,0.0,1.0,3.0,1.0,1.0,3.0
59359,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
59362,2.0,,0.0,1.0,3.0,1.0,1.0,1.0
59372,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
59373,2.0,,0.0,1.0,3.0,1.0,1.0,1.0
59374,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
59375,2.0,,0.0,1.0,1.0,1.0,1.0,3.0
59395,2.0,,0.0,2.0,3.0,3.0,1.0,1.0
59402,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
59408,2.0,,0.0,1.0,3.0,1.0,1.0,3.0
59421,2.0,,1.0,1.0,1.0,3.0,3.0,3.0
59423,2.0,,,,3.0,3.0,1.0,3.0
59460,2.0,,0.0,1.0,1.0,3.0,3.0,1.0
59468,2.0,,0.0,1.0,3.0,3.0,3.0,3.0
59469,2.0,,0.0,1.0,1.0,1.0,3.0,3.0
59470,2.0,,0.0,1.0,3.0,1.0,3.0,1.0
59475,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
59476,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
59481,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
59483,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
59498,2.0,,0.0,2.0,1.0,1.0,3.0,1.0
59499,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
59500,2.0,,0.0,2.0,3.0,1.0,3.0,1.0
59503,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
59504,2.0,,0.0,2.0,3.0,1.0,3.0,1.0
59509,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
59512,2.0,,2.0,0.0,3.0,3.0,3.0,1.0
59513,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
59522,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
59523,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
59524,2.0,,1.0,2.0,1.0,1.0,3.0,3.0
59528,2.0,,0.0,1.0,3.0,1.0,3.0,1.0
59530,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
59532,2.0,,0.0,1.0,1.0,1.0,1.0,1.0
59534,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
59535,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
59540,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
59549,2.0,,4.0,1.0,1.0,1.0,3.0,1.0
59550,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
59553,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
59554,2.0,,1.0,2.0,3.0,3.0,3.0,1.0
59556,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
59557,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
59559,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
59560,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
59562,2.0,,2.0,0.0,3.0,1.0,1.0,1.0
59563,2.0,,0.0,1.0,3.0,1.0,3.0,1.0
59568,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
59571,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
59573,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
59576,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
59577,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
59585,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
59586,2.0,,6.0,1.0,1.0,1.0,3.0,1.0
59588,2.0,,5.0,0.0,1.0,1.0,3.0,1.0
59590,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
59593,2.0,,2.0,2.0,3.0,1.0,3.0,1.0
59594,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
59600,2.0,,3.0,0.0,1.0,1.0,1.0,1.0
59607,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
59609,2.0,,2.0,1.0,3.0,1.0,1.0,1.0
59612,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
59613,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
59616,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
59617,2.0,,1.0,2.0,3.0,1.0,3.0,1.0
59618,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
59620,2.0,,1.0,1.0,1.0,3.0,3.0,1.0
59624,2.0,,3.0,0.0,1.0,3.0,3.0,1.0
59625,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
59627,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
59628,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
59630,2.0,,1.0,0.0,3.0,3.0,3.0,1.0
59631,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
59633,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
59636,2.0,,1.0,1.0,1.0,1.0,1.0,1.0
59637,2.0,,3.0,0.0,3.0,1.0,3.0,1.0
59638,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
59640,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
59642,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
59645,2.0,,2.0,2.0,1.0,1.0,3.0,1.0
59650,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
59651,2.0,,1.0,3.0,1.0,3.0,3.0,1.0
59652,2.0,,3.0,0.0,1.0,3.0,3.0,1.0
59654,2.0,,0.0,1.0,1.0,3.0,3.0,1.0
59655,2.0,,0.0,1.0,3.0,1.0,3.0,3.0
59658,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
59661,2.0,,3.0,0.0,1.0,3.0,3.0,1.0
59666,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
59667,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
59670,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
59674,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
59675,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
59678,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
59679,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
59682,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
59683,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
59685,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
59686,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
59687,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
59709,2.0,,0.0,1.0,3.0,1.0,3.0,1.0
59712,2.0,,0.0,1.0,3.0,1.0,3.0,1.0
59717,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
59718,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
59729,2.0,,0.0,2.0,3.0,1.0,3.0,1.0
59737,2.0,,2.0,1.0,3.0,1.0,3.0,1.0
59744,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
59751,2.0,,0.0,1.0,1.0,1.0,1.0,1.0
59752,2.0,,0.0,1.0,1.0,5.0,3.0,1.0
59753,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
59754,2.0,,1.0,0.0,1.0,3.0,1.0,1.0
59757,2.0,,2.0,0.0,3.0,1.0,1.0,3.0
59759,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
59760,2.0,,4.0,0.0,1.0,1.0,3.0,1.0
59761,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
59763,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
59765,2.0,,2.0,0.0,1.0,1.0,5.0,1.0
59767,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
59770,4.0,3.0,3.0,0.0,,,,1.0
59772,4.0,3.0,1.0,0.0,,,,1.0
59773,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
59774,2.0,,3.0,0.0,3.0,1.0,3.0,1.0
59778,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
59780,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
59786,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
59787,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
59788,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
59789,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
59790,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
59793,2.0,,2.0,0.0,3.0,1.0,1.0,1.0
59798,4.0,3.0,1.0,0.0,,,,1.0
59799,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
59803,2.0,,0.0,3.0,1.0,3.0,3.0,1.0
59804,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
59806,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
59808,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
59810,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
59816,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
59818,2.0,,,,1.0,1.0,3.0,3.0
59819,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
59822,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
59829,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
59834,2.0,,3.0,0.0,1.0,1.0,3.0,3.0
59835,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
59839,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
59840,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
59854,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
59857,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
59861,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
59862,2.0,,3.0,0.0,3.0,1.0,3.0,1.0
59863,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
59865,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
59867,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
59875,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
59880,2.0,,2.0,0.0,1.0,3.0,3.0,3.0
59886,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
59887,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
59888,2.0,,4.0,0.0,3.0,1.0,3.0,1.0
59890,2.0,,2.0,0.0,3.0,1.0,1.0,1.0
59894,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
59898,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
59901,2.0,,4.0,0.0,1.0,1.0,3.0,1.0
59908,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
59911,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
59913,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
59916,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
59917,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
59918,2.0,,3.0,0.0,3.0,3.0,3.0,1.0
59920,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
59922,2.0,,0.0,2.0,1.0,1.0,3.0,3.0
59926,2.0,,1.0,0.0,1.0,5.0,3.0,3.0
59930,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
59935,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
59940,2.0,,1.0,0.0,3.0,3.0,3.0,1.0
59947,2.0,,1.0,1.0,1.0,1.0,3.0,3.0
59949,2.0,,0.0,3.0,1.0,1.0,3.0,1.0
59950,2.0,,0.0,2.0,1.0,1.0,3.0,1.0
59952,2.0,,1.0,1.0,1.0,1.0,3.0,3.0
59953,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
59954,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
59961,2.0,,2.0,2.0,3.0,1.0,3.0,1.0
59968,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
59979,2.0,,0.0,1.0,1.0,1.0,1.0,1.0
59984,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
59994,2.0,,3.0,1.0,3.0,1.0,3.0,1.0
59997,2.0,,4.0,0.0,3.0,1.0,3.0,1.0
59999,2.0,,1.0,2.0,1.0,1.0,3.0,1.0
60001,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
60005,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
60006,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
60007,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
60008,2.0,,3.0,0.0,3.0,1.0,3.0,1.0
60013,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
60014,2.0,,1.0,1.0,3.0,3.0,3.0,1.0
60017,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
60019,2.0,,3.0,0.0,1.0,1.0,3.0,3.0
60024,2.0,,,,1.0,1.0,3.0,3.0
60027,2.0,,1.0,1.0,3.0,1.0,3.0,3.0
60029,2.0,,0.0,2.0,3.0,1.0,3.0,3.0
60031,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
60033,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
60035,2.0,,0.0,1.0,3.0,1.0,3.0,3.0
60040,2.0,,0.0,1.0,3.0,3.0,3.0,3.0
60046,2.0,,0.0,1.0,1.0,1.0,3.0,3.0
60048,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
60049,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
60051,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
60054,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
60055,4.0,3.0,0.0,1.0,,,,3.0
60056,2.0,,1.0,0.0,3.0,3.0,3.0,3.0
60058,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
60059,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
60060,2.0,,3.0,1.0,3.0,1.0,3.0,1.0
60061,2.0,,1.0,2.0,1.0,3.0,3.0,1.0
60062,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
60065,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
60066,2.0,,4.0,0.0,1.0,3.0,3.0,1.0
60067,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
60068,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
60069,2.0,,0.0,2.0,3.0,1.0,3.0,1.0
60072,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
60076,2.0,,0.0,2.0,3.0,3.0,3.0,1.0
60078,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
60079,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
60086,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
60087,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
60088,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
60095,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
60103,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
60105,2.0,,1.0,1.0,3.0,3.0,3.0,1.0
60112,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
60114,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
60120,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
60121,2.0,,0.0,1.0,3.0,1.0,3.0,1.0
60122,2.0,,0.0,1.0,3.0,1.0,3.0,1.0
60123,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
60125,2.0,,2.0,0.0,1.0,5.0,3.0,1.0
60143,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
60144,2.0,,1.0,1.0,3.0,3.0,3.0,1.0
60152,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
60154,2.0,,1.0,0.0,3.0,3.0,3.0,1.0
60156,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
60157,2.0,,0.0,1.0,3.0,1.0,3.0,1.0
60159,2.0,,0.0,1.0,1.0,1.0,3.0,3.0
