,V0226,V0227,V02270,V02271,V02272,V02273,V02274,V2027
113094,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113095,2.0,,1.0,1.0,1.0,1.0,3.0,3.0
113096,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
113097,2.0,,1.0,0.0,1.0,1.0,5.0,1.0
113098,2.0,,4.0,0.0,1.0,1.0,3.0,1.0
113099,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
113102,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
113106,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
113107,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
113108,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
113109,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
113112,2.0,,0.0,1.0,1.0,3.0,3.0,3.0
113113,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
113118,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
113119,2.0,,3.0,0.0,1.0,5.0,3.0,3.0
113120,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
113121,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
113124,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
113126,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
113127,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
113128,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
113129,2.0,,3.0,0.0,1.0,3.0,3.0,3.0
113132,2.0,,3.0,0.0,1.0,1.0,1.0,3.0
113133,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113134,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113135,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113136,2.0,,2.0,1.0,1.0,1.0,1.0,3.0
113139,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
113141,2.0,,1.0,3.0,1.0,1.0,3.0,1.0
113142,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
113143,2.0,,3.0,1.0,1.0,1.0,3.0,1.0
113145,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
113146,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
113150,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
113153,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
113155,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113156,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113157,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
113158,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113159,2.0,,3.0,1.0,1.0,1.0,3.0,3.0
113160,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
113161,2.0,,4.0,0.0,1.0,1.0,3.0,1.0
113162,2.0,,4.0,0.0,1.0,1.0,3.0,1.0
113163,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113165,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
113166,2.0,,4.0,0.0,1.0,1.0,3.0,1.0
113167,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113168,2.0,,3.0,0.0,1.0,1.0,3.0,3.0
113170,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
113171,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113172,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
113173,4.0,3.0,,,,,,3.0
113174,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113175,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113176,2.0,,4.0,0.0,1.0,1.0,3.0,1.0
113177,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
113180,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
113181,2.0,,3.0,0.0,1.0,3.0,3.0,1.0
113184,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
113185,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
113186,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113187,2.0,,4.0,0.0,1.0,1.0,3.0,1.0
113188,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
113189,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
113190,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
113192,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
113194,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113195,2.0,,2.0,1.0,3.0,1.0,3.0,1.0
113196,2.0,,2.0,1.0,3.0,1.0,3.0,1.0
113197,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
113198,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
113199,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
113200,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
113201,2.0,,4.0,0.0,1.0,1.0,3.0,1.0
113203,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
113204,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
113205,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
113206,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
113207,2.0,,3.0,0.0,3.0,1.0,3.0,1.0
113208,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
113209,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
113210,2.0,,4.0,0.0,1.0,1.0,3.0,1.0
113212,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
113214,2.0,,1.0,2.0,1.0,1.0,3.0,1.0
113215,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
113216,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113217,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
113218,2.0,,1.0,1.0,1.0,1.0,3.0,3.0
113219,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
113220,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
113221,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
113222,2.0,,4.0,0.0,1.0,1.0,3.0,1.0
113223,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
113225,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
113227,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
113228,2.0,,0.0,1.0,3.0,3.0,3.0,3.0
113229,2.0,,1.0,2.0,3.0,1.0,3.0,1.0
113230,2.0,,2.0,1.0,3.0,1.0,1.0,1.0
113232,2.0,,4.0,0.0,1.0,1.0,1.0,1.0
113234,2.0,,4.0,0.0,1.0,1.0,3.0,1.0
113235,2.0,,1.0,2.0,3.0,3.0,3.0,3.0
113237,2.0,,3.0,0.0,1.0,3.0,3.0,1.0
113239,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
113240,2.0,,5.0,0.0,1.0,1.0,3.0,1.0
113241,2.0,,1.0,2.0,3.0,1.0,3.0,1.0
113243,2.0,,2.0,1.0,3.0,1.0,3.0,1.0
113245,2.0,,0.0,1.0,1.0,3.0,3.0,1.0
113247,2.0,,2.0,1.0,1.0,1.0,1.0,1.0
113248,2.0,,2.0,3.0,1.0,1.0,3.0,1.0
113249,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
113250,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
113251,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
113254,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
113255,2.0,,0.0,1.0,3.0,1.0,3.0,3.0
113256,2.0,,1.0,1.0,3.0,1.0,3.0,3.0
113262,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
113263,2.0,,0.0,1.0,1.0,1.0,1.0,1.0
113264,2.0,,3.0,2.0,1.0,1.0,3.0,1.0
113265,2.0,,0.0,3.0,3.0,1.0,3.0,1.0
113266,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
113275,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113276,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
113278,2.0,,1.0,1.0,1.0,1.0,3.0,3.0
113280,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
113281,4.0,3.0,,,,,,3.0
113282,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
113283,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
113285,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
113287,2.0,,0.0,1.0,3.0,1.0,3.0,3.0
113288,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
113289,2.0,,1.0,1.0,3.0,1.0,3.0,3.0
113290,2.0,,0.0,2.0,3.0,1.0,3.0,3.0
113291,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
113295,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
113303,2.0,,0.0,1.0,1.0,1.0,3.0,3.0
113304,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
113307,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113311,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113313,2.0,,1.0,1.0,3.0,3.0,3.0,1.0
113315,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
113317,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
113319,2.0,,2.0,1.0,3.0,1.0,3.0,1.0
113320,2.0,,1.0,2.0,1.0,1.0,1.0,1.0
113321,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
113323,2.0,,2.0,1.0,1.0,1.0,3.0,3.0
113326,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113330,2.0,,3.0,2.0,3.0,1.0,3.0,1.0
113332,2.0,,2.0,0.0,3.0,3.0,3.0,3.0
113333,2.0,,2.0,0.0,3.0,1.0,3.0,3.0
113336,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
113337,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
113338,2.0,,1.0,2.0,1.0,1.0,3.0,3.0
113339,2.0,,0.0,3.0,1.0,3.0,1.0,1.0
113341,2.0,,4.0,0.0,1.0,1.0,3.0,1.0
113342,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
113343,2.0,,0.0,2.0,1.0,3.0,3.0,3.0
113345,2.0,,2.0,3.0,3.0,1.0,3.0,1.0
113346,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
113347,2.0,,1.0,1.0,1.0,3.0,3.0,1.0
113350,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
113353,2.0,,1.0,2.0,1.0,1.0,3.0,3.0
113356,2.0,,4.0,3.0,1.0,1.0,1.0,1.0
113357,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
113358,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
113359,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
113363,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
113365,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
113367,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
113368,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113371,2.0,,3.0,0.0,1.0,1.0,3.0,3.0
113373,2.0,,1.0,1.0,1.0,1.0,3.0,3.0
113376,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
113379,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113381,2.0,,3.0,1.0,1.0,1.0,1.0,1.0
113382,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
113383,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113385,2.0,,1.0,1.0,1.0,3.0,3.0,1.0
113386,2.0,,1.0,0.0,1.0,5.0,3.0,1.0
113387,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113396,2.0,,0.0,1.0,3.0,3.0,3.0,3.0
113397,2.0,,1.0,1.0,1.0,1.0,3.0,3.0
113398,2.0,,1.0,0.0,3.0,3.0,3.0,3.0
113399,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
113401,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
113402,2.0,,1.0,0.0,3.0,3.0,3.0,3.0
113403,2.0,,1.0,0.0,3.0,3.0,3.0,3.0
113404,2.0,,1.0,1.0,1.0,1.0,3.0,3.0
113405,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113406,2.0,,1.0,2.0,1.0,1.0,3.0,3.0
113407,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
113408,2.0,,0.0,1.0,1.0,3.0,3.0,1.0
113409,2.0,,2.0,1.0,3.0,1.0,3.0,1.0
113410,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
113415,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
113416,2.0,,3.0,0.0,3.0,1.0,1.0,1.0
113417,2.0,,0.0,1.0,3.0,3.0,3.0,3.0
113420,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113423,2.0,,0.0,1.0,1.0,3.0,3.0,3.0
113424,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
113425,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
113426,2.0,,1.0,1.0,3.0,1.0,3.0,3.0
113429,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
113430,2.0,,1.0,3.0,1.0,1.0,3.0,1.0
113433,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
113435,2.0,,1.0,1.0,3.0,1.0,5.0,1.0
113436,2.0,,2.0,2.0,1.0,3.0,3.0,3.0
113437,2.0,,4.0,0.0,1.0,1.0,3.0,1.0
113438,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
113439,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
113440,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
113442,2.0,,1.0,1.0,1.0,1.0,3.0,3.0
113445,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113448,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113449,2.0,,2.0,0.0,3.0,1.0,5.0,1.0
113451,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113452,2.0,,4.0,4.0,1.0,1.0,3.0,1.0
113455,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
113456,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113458,2.0,,5.0,0.0,1.0,1.0,3.0,1.0
113459,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
113461,2.0,,3.0,0.0,3.0,1.0,3.0,1.0
113464,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
113470,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
113473,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
113474,2.0,,1.0,1.0,3.0,1.0,3.0,3.0
113478,2.0,,1.0,0.0,1.0,1.0,1.0,3.0
113479,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
113482,2.0,,2.0,0.0,3.0,1.0,3.0,3.0
113484,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113485,2.0,,2.0,0.0,3.0,1.0,3.0,3.0
113486,2.0,,2.0,2.0,1.0,1.0,3.0,3.0
113490,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
113497,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
113499,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
113500,2.0,,2.0,0.0,3.0,1.0,3.0,3.0
113501,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
113504,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
113505,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
113506,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
113507,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
113508,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
113510,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
113511,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113514,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
113515,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
113518,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113519,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
113520,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
113522,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
113524,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
113525,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
113526,2.0,,2.0,0.0,3.0,1.0,3.0,3.0
113527,2.0,,1.0,2.0,3.0,1.0,3.0,3.0
113528,2.0,,0.0,2.0,3.0,3.0,3.0,1.0
113532,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
113536,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
113537,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
113543,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113544,2.0,,3.0,0.0,3.0,1.0,3.0,3.0
113549,2.0,,1.0,2.0,1.0,1.0,3.0,1.0
113551,2.0,,1.0,0.0,3.0,3.0,3.0,3.0
113553,2.0,,5.0,0.0,1.0,1.0,1.0,3.0
113555,4.0,3.0,,,,,,3.0
113557,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
113558,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
113560,2.0,,0.0,3.0,3.0,1.0,3.0,1.0
113562,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
113563,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
113565,2.0,,2.0,1.0,3.0,1.0,3.0,3.0
113566,2.0,,0.0,1.0,3.0,1.0,3.0,3.0
113569,2.0,,0.0,2.0,3.0,1.0,3.0,1.0
113570,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113571,2.0,,0.0,1.0,3.0,3.0,3.0,3.0
113573,2.0,,0.0,5.0,1.0,1.0,3.0,1.0
113574,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
113585,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
113587,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
113590,4.0,3.0,,,,,,3.0
113592,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
113594,2.0,,1.0,1.0,1.0,1.0,1.0,1.0
113595,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113596,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
113597,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
113600,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
113601,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113605,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113608,2.0,,0.0,2.0,1.0,3.0,3.0,1.0
113609,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
113610,2.0,,1.0,0.0,3.0,5.0,3.0,3.0
113611,2.0,,1.0,3.0,1.0,1.0,1.0,3.0
113612,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
113614,2.0,,4.0,0.0,3.0,1.0,3.0,1.0
113616,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
113618,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
113620,2.0,,2.0,0.0,3.0,1.0,1.0,1.0
113622,2.0,,1.0,0.0,1.0,5.0,3.0,3.0
113625,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
113626,2.0,,1.0,1.0,3.0,5.0,3.0,1.0
113627,2.0,,2.0,0.0,1.0,3.0,3.0,3.0
113628,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
113630,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
113635,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
113636,2.0,,3.0,0.0,1.0,3.0,3.0,1.0
113639,2.0,,1.0,0.0,3.0,3.0,3.0,1.0
113640,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
113641,2.0,,1.0,1.0,3.0,5.0,3.0,3.0
113643,2.0,,0.0,3.0,1.0,1.0,3.0,1.0
113647,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
113649,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113650,2.0,,1.0,1.0,1.0,1.0,1.0,1.0
113652,2.0,,3.0,0.0,1.0,3.0,3.0,1.0
113653,2.0,,1.0,1.0,3.0,3.0,3.0,1.0
113654,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
113655,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
113656,2.0,,2.0,2.0,1.0,1.0,3.0,1.0
113658,2.0,,0.0,2.0,3.0,3.0,3.0,3.0
113659,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
113660,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
113664,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
113665,2.0,,2.0,0.0,3.0,1.0,3.0,3.0
113666,2.0,,1.0,1.0,3.0,3.0,3.0,1.0
113667,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113671,2.0,,1.0,1.0,3.0,3.0,3.0,3.0
113672,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
113675,2.0,,2.0,0.0,3.0,3.0,3.0,3.0
113678,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
113679,2.0,,0.0,1.0,1.0,1.0,3.0,3.0
113680,2.0,,1.0,0.0,3.0,3.0,3.0,1.0
113681,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
113682,2.0,,2.0,0.0,3.0,1.0,3.0,3.0
113683,2.0,,1.0,0.0,3.0,3.0,3.0,1.0
113684,2.0,,1.0,2.0,3.0,1.0,3.0,1.0
113686,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
113689,2.0,,1.0,0.0,3.0,3.0,3.0,1.0
113690,2.0,,1.0,1.0,1.0,3.0,3.0,1.0
113691,2.0,,0.0,2.0,3.0,3.0,3.0,1.0
113692,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113694,2.0,,0.0,2.0,3.0,3.0,1.0,3.0
113700,2.0,,0.0,1.0,3.0,1.0,3.0,3.0
113702,2.0,,2.0,0.0,3.0,3.0,3.0,1.0
113704,2.0,,1.0,2.0,1.0,3.0,3.0,1.0
113708,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113709,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113710,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
113711,2.0,,1.0,0.0,3.0,3.0,3.0,1.0
113712,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
113713,2.0,,2.0,0.0,3.0,1.0,3.0,3.0
113714,2.0,,1.0,0.0,3.0,3.0,3.0,1.0
113715,2.0,,2.0,1.0,3.0,1.0,3.0,1.0
113716,2.0,,1.0,0.0,3.0,3.0,3.0,3.0
113717,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
113718,2.0,,2.0,0.0,3.0,3.0,3.0,1.0
113720,2.0,,2.0,0.0,3.0,3.0,3.0,1.0
113721,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
113722,2.0,,1.0,0.0,3.0,3.0,3.0,3.0
113725,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
113726,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
113728,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
113735,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
113736,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
113743,2.0,,0.0,1.0,1.0,3.0,3.0,1.0
113745,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
113748,2.0,,1.0,1.0,3.0,3.0,3.0,1.0
113756,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
113757,2.0,,1.0,1.0,3.0,3.0,3.0,1.0
113758,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
113767,2.0,,1.0,0.0,3.0,3.0,3.0,3.0
113770,2.0,,2.0,0.0,3.0,3.0,3.0,1.0
113771,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
113775,2.0,,0.0,2.0,1.0,3.0,1.0,1.0
113776,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
113777,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
113782,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
113783,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113784,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113785,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
113788,2.0,,1.0,2.0,1.0,1.0,1.0,1.0
113789,2.0,,1.0,1.0,1.0,1.0,1.0,1.0
113790,2.0,,0.0,3.0,3.0,3.0,3.0,1.0
113792,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
113793,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
113794,2.0,,1.0,0.0,1.0,1.0,1.0,3.0
113796,2.0,,1.0,0.0,3.0,3.0,3.0,1.0
113797,2.0,,0.0,1.0,3.0,3.0,3.0,3.0
113799,2.0,,2.0,0.0,1.0,1.0,1.0,3.0
113801,2.0,,1.0,0.0,3.0,3.0,3.0,1.0
113803,2.0,,0.0,2.0,1.0,3.0,1.0,3.0
113804,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
113813,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
113816,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
113820,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
113822,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
113824,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
113827,2.0,,0.0,2.0,3.0,3.0,1.0,3.0
113828,2.0,,0.0,2.0,3.0,3.0,1.0,3.0
113831,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
113834,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
113836,2.0,,0.0,1.0,1.0,3.0,1.0,1.0
113839,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
113842,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
113845,2.0,,0.0,3.0,3.0,3.0,1.0,1.0
113846,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
113847,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
113848,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
113849,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
113851,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
113861,2.0,,0.0,2.0,3.0,3.0,1.0,1.0
113862,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
113870,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
113875,2.0,,1.0,1.0,3.0,1.0,3.0,3.0
113876,2.0,,0.0,1.0,3.0,1.0,3.0,1.0
113879,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
113880,2.0,,4.0,0.0,1.0,1.0,3.0,1.0
113881,2.0,,3.0,1.0,1.0,1.0,3.0,1.0
113882,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
113883,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
113889,2.0,,2.0,0.0,3.0,1.0,3.0,3.0
113890,2.0,,0.0,2.0,1.0,1.0,3.0,1.0
113891,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113892,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
113893,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
113897,2.0,,1.0,1.0,3.0,1.0,3.0,3.0
113898,2.0,,1.0,2.0,3.0,1.0,1.0,3.0
113899,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
113900,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
113901,2.0,,1.0,4.0,3.0,1.0,3.0,1.0
113905,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
113906,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
113908,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
113913,2.0,,0.0,1.0,3.0,1.0,3.0,3.0
113916,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
113917,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
113918,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
113921,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
113922,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
113923,2.0,,2.0,1.0,3.0,1.0,3.0,1.0
113924,2.0,,1.0,1.0,3.0,1.0,3.0,3.0
