,Computador_para_internet,Tem_tablet,Internet_em_casa,V02323,Celular_para_internet,Tablet_para_internet,Tv_para_internet,Outros_para_internet,internet_3G/4G,internet_discada,internet_banda_larga
8653,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
8655,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
8656,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
8657,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
8665,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
8670,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
8671,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
8684,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
8690,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
8694,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
8702,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
8708,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
8711,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
8716,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
8719,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
8720,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
8728,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
8729,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
8731,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não
8732,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
8736,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
8740,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
8745,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
8747,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
8753,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
8762,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
8768,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
8772,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
8776,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
8779,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
8781,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
8782,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
8783,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
8787,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
8790,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
8797,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
8802,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
8807,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
8813,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
8815,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
8816,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
8819,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não
8824,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
8827,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
8834,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
8840,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
8842,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
8851,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
8858,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
8862,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
8867,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
8872,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
8873,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
8874,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
8885,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
8907,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
8922,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
8932,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
8978,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
8982,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
9084,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
9092,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
9099,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
9100,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
9103,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
9104,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
9105,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim
9113,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
9119,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
9124,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
9127,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
9131,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
9133,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
9135,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
9138,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
9139,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
9140,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
9148,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
9159,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
9190,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não
9206,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
9222,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
9230,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
9233,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
9266,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
9286,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
9288,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
9296,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
9305,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
9307,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
9315,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não
9316,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
9356,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
9358,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
9360,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
9369,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
9392,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
9406,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
9407,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
9439,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
9471,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
9472,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
9478,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
9490,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
9492,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
9494,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
9497,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
9503,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
9507,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
9511,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
9521,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
9522,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
9523,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
9524,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
9528,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
9529,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
9530,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
9537,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
9543,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
9559,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
9561,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
9563,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
9577,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
9580,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
9584,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
9591,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
9602,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
9603,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
9618,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
9628,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
9633,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
9635,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
9637,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
9641,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
9648,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
9656,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
9657,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
9662,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
9665,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
9688,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não
9699,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
9701,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
9704,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
9706,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
9713,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
9725,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
9730,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
9732,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
9738,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
9745,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
9747,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
9749,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
9754,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
9756,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
9764,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
9765,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
9767,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
9773,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
9774,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
9798,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
9799,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
9814,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
9815,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
9816,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
9817,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
9822,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
9826,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
9829,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
9830,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
9831,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
9832,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
9837,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
9863,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
9884,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim
9888,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
9903,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
9906,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
9907,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
9909,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
9920,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
9925,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
9935,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
9946,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
9953,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim
9967,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
9968,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
9969,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
9970,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
9971,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
9973,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
9975,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
9976,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
9977,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
9978,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
9980,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
9983,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
9984,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
9986,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
9988,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
9991,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
9992,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
10001,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10002,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
10007,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
10013,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
10016,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
10017,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim
10019,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
10020,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
10027,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
10028,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
10032,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
10033,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
10035,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10036,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
10037,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10041,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10045,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
10055,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
10056,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10059,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10061,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10062,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10064,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10065,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
10066,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
10067,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10071,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
10073,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
10074,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10075,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10077,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10078,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
10092,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
10094,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não
10111,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não
10115,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não
10120,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
10133,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
10144,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10147,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10154,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
10156,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
10159,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10176,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
10177,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10188,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
10194,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
10195,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10208,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
10214,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
10215,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
10224,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim
10257,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
10279,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
10308,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não
10312,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
10337,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
10343,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
10346,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
10390,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10400,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
10420,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
10422,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10423,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
10427,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
10437,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
10451,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10454,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
10460,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10461,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10462,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10468,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10470,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10477,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10478,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não
10479,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10491,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não
10496,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10501,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
10517,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
10533,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10537,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
10539,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
10541,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
10542,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10543,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
10544,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
10545,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10546,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
10549,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10554,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10574,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
10576,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
10581,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não
10622,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10670,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10690,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
10695,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não
10697,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10699,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10700,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
10705,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
10734,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10760,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
10800,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
10823,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10826,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
10827,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
10833,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
10871,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10915,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10919,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
10923,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
10924,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
10926,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não
10931,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10938,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
10943,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
10953,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
10958,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
10980,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
10984,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
10986,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
10997,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
10999,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
11002,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim
11024,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
11031,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
11032,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
11033,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
11036,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
